date,product,region,sales_amount,units_sold,customer_satisfaction,delivery_time_days,is_promotional
2033-02-21,Smartphone,West,816.37,36,4.7,4,True
2033-02-22,Tablet,West,1719.65,46,5.0,6,False
2033-02-23,Laptop,Central,995.23,24,3.8,6,False
2033-02-24,Smartphone,East,608.93,5,3.8,5,False
2033-02-25,Headphones,North,594.49,22,4.5,5,True
2033-02-26,Laptop,West,1178.57,44,4.3,9,True
2033-02-27,Laptop,South,250.12,36,3.0,2,False
2033-02-28,Smartphone,East,1867.11,3,4.3,6,False
2033-03-01,Tablet,East,615.78,37,4.4,9,False
2033-03-02,Laptop,West,737.69,38,5.0,3,True
2033-03-03,Headphones,Central,543.27,46,4.2,4,True
2033-03-04,Laptop,West,105.72,6,4.4,6,False
2033-03-05,Headphones,West,1415.85,25,4.6,7,False
2033-03-06,Smartwatch,Central,1222.05,23,3.2,3,False
2033-03-07,Smartwatch,South,1638.32,12,4.5,8,True
2033-03-08,Headphones,Central,177.92,28,4.1,9,False
2033-03-09,Tablet,West,1864.45,44,3.2,2,False
2033-03-10,Laptop,North,728.69,40,4.3,7,False
2033-03-11,Laptop,Central,1834.83,32,3.5,7,True
2033-03-12,Smartwatch,South,303.55,25,4.1,3,True
2033-03-13,Headphones,Central,1513.45,34,3.6,2,True
2033-03-14,Laptop,Central,1200.78,30,3.2,9,False
2033-03-15,Laptop,East,780.56,37,3.5,7,True
2033-03-16,Tablet,East,250.37,18,3.9,4,False
2033-03-17,Smartphone,West,1249.0,35,4.0,5,False
2033-03-18,Smartwatch,West,150.24,48,3.3,7,True
2033-03-19,Smartwatch,Central,1052.44,37,3.6,9,True
2033-03-20,Smartphone,North,1248.0,41,4.7,5,True
2033-03-21,Laptop,West,1491.8,6,4.8,7,True
2033-03-22,Tablet,Central,1983.54,19,4.1,1,True
2033-03-23,Tablet,Central,594.18,22,4.0,5,True
2033-03-24,Smartwatch,Central,712.54,32,4.2,8,False
2033-03-25,Tablet,Central,748.18,27,3.4,2,True
2033-03-26,Smartphone,Central,1490.01,16,5.0,8,False
2033-03-27,Laptop,East,1870.46,26,4.5,5,True
2033-03-28,Smartphone,South,1951.22,39,3.5,8,True
2033-03-29,Headphones,South,1897.04,4,3.5,2,True
2033-03-30,Smartwatch,Central,1770.83,16,4.3,8,False
2033-03-31,Tablet,West,1982.86,49,3.6,5,False
2033-04-01,Headphones,North,814.3,19,3.7,4,False
2033-04-02,Tablet,Central,1901.81,28,4.6,9,True
2033-04-03,Laptop,North,1545.94,17,3.5,3,True
2033-04-04,Laptop,East,420.07,45,4.4,3,False
2033-04-05,Laptop,South,186.38,2,4.9,8,True
2033-04-06,Tablet,East,507.52,2,3.2,2,True
2033-04-07,Headphones,West,1579.63,24,3.3,3,False
2033-04-08,Laptop,West,1300.22,27,4.9,8,True
2033-04-09,Headphones,Central,526.28,4,3.4,9,True
2033-04-10,Tablet,West,1509.65,48,3.0,1,True
2033-04-11,Headphones,West,368.51,36,4.7,8,True
2033-04-12,Tablet,East,1661.5,20,3.6,7,False
2033-04-13,Tablet,North,1608.91,12,3.6,2,False
2033-04-14,Smartwatch,South,1947.89,28,3.5,1,False
2033-04-15,Tablet,West,385.53,29,4.8,7,False
2033-04-16,Tablet,West,1822.56,46,4.5,8,True
2033-04-17,Smartphone,East,748.1,33,4.2,1,True
2033-04-18,Laptop,South,890.51,49,3.9,4,False
2033-04-19,Smartwatch,East,990.05,18,3.3,3,False
2033-04-20,Smartwatch,North,1291.12,12,4.9,5,False
2033-04-21,Smartwatch,East,1990.05,10,4.5,9,True
2033-04-22,Smartphone,South,1239.92,24,3.6,1,True
2033-04-23,Tablet,South,1860.76,47,4.9,3,True
2033-04-24,Laptop,West,584.55,17,4.9,2,False
2033-04-25,Headphones,North,856.98,43,4.3,1,True
2033-04-26,Tablet,Central,1058.55,32,5.0,6,False
2033-04-27,Smartphone,West,713.51,25,3.4,6,False
2033-04-28,Tablet,East,1956.05,7,4.5,9,True
2033-04-29,Tablet,East,1478.8,20,3.3,8,False
2033-04-30,Smartphone,South,1009.87,29,4.4,2,False
2033-05-01,Smartwatch,South,1527.48,19,4.8,9,True
2033-05-02,Smartwatch,South,988.14,11,4.1,6,False
2033-05-03,Laptop,Central,132.73,33,4.5,9,True
2033-05-04,Laptop,Central,1132.07,15,3.3,7,True
2033-05-05,Smartwatch,West,1287.85,31,4.3,8,True
2033-05-06,Headphones,Central,1964.29,13,3.1,7,True
2033-05-07,Tablet,South,177.51,48,3.1,8,True
2033-05-08,Headphones,West,1072.98,19,4.3,9,False
2033-05-09,Tablet,West,286.49,6,4.1,6,True
2033-05-10,Smartwatch,North,383.09,28,3.7,7,False
2033-05-11,Laptop,Central,1259.88,22,4.0,2,False
2033-05-12,Laptop,East,539.98,28,4.4,7,True
2033-05-13,Headphones,East,1523.43,16,4.3,1,True
2033-05-14,Laptop,North,1076.98,33,3.1,4,False
2033-05-15,Smartwatch,South,514.6,41,4.4,3,False
2033-05-16,Headphones,North,1038.2,45,4.3,4,True
2033-05-17,Tablet,South,101.68,48,4.3,5,False
2033-05-18,Laptop,Central,1739.21,26,4.7,4,True
2033-05-19,Smartphone,Central,124.09,23,4.2,4,False
2033-05-20,Laptop,West,113.32,1,4.9,8,False
2033-05-21,Tablet,West,1261.86,29,5.0,2,True
2033-05-22,Headphones,West,1949.69,8,4.5,1,False
2033-05-23,Tablet,West,1726.27,42,3.7,8,False
2033-05-24,Smartphone,East,578.84,39,3.3,7,True
2033-05-25,Smartwatch,West,473.67,3,4.6,2,True
2033-05-26,Laptop,West,1289.61,13,3.3,3,False
2033-05-27,Headphones,West,1663.01,20,3.3,1,True
2033-05-28,Smartwatch,South,787.95,43,4.8,6,False
2033-05-29,Tablet,West,921.47,5,4.1,4,True
2033-05-30,Headphones,North,319.43,45,3.6,8,True
2033-05-31,Smartwatch,West,390.37,12,4.9,3,True
2033-06-01,Headphones,West,1179.87,48,4.4,1,False
2033-06-02,Smartphone,East,295.05,17,4.1,1,False
2033-06-03,Smartphone,West,483.89,14,3.7,6,True
2033-06-04,Laptop,South,545.89,26,4.4,7,False
2033-06-05,Laptop,Central,943.46,30,4.5,8,False
2033-06-06,Smartphone,West,186.66,42,4.4,1,True
2033-06-07,Headphones,West,1049.56,45,3.4,5,False
2033-06-08,Smartphone,West,1864.48,32,4.4,5,False
2033-06-09,Laptop,East,146.48,30,4.2,6,True
2033-06-10,Smartphone,Central,1298.87,12,4.7,9,True
2033-06-11,Smartphone,East,1688.1,36,4.2,3,True
2033-06-12,Headphones,East,693.68,19,3.3,1,False
2033-06-13,Smartwatch,East,349.89,44,3.6,3,True
2033-06-14,Laptop,South,182.35,25,4.5,8,True
2033-06-15,Headphones,Central,1323.42,33,4.5,3,True
2033-06-16,Smartphone,South,1149.25,42,3.4,7,False
2033-06-17,Smartphone,South,535.66,21,3.7,9,True
2033-06-18,Smartwatch,Central,1680.07,2,3.0,8,False
2033-06-19,Laptop,South,1497.46,37,3.7,5,False
2033-06-20,Laptop,Central,625.21,21,3.1,8,False
2033-06-21,Tablet,West,1531.39,26,4.7,1,False
2033-06-22,Laptop,East,565.49,32,4.3,2,False
2033-06-23,Smartwatch,South,1383.01,27,4.9,3,False
2033-06-24,Tablet,Central,325.24,17,4.8,4,False
2033-06-25,Tablet,North,1415.25,4,4.2,1,True
2033-06-26,Smartphone,South,553.67,39,4.0,8,False
2033-06-27,Smartphone,South,1187.69,15,4.8,4,False
2033-06-28,Laptop,Central,427.68,33,3.6,7,False
2033-06-29,Tablet,North,1479.34,14,3.4,2,False
2033-06-30,Smartphone,North,215.67,26,3.8,6,False
2033-07-01,Smartwatch,West,414.29,47,3.1,9,False
2033-07-02,Smartphone,South,449.86,2,3.6,7,True
2033-07-03,Smartphone,East,178.55,20,3.2,7,True
2033-07-04,Tablet,South,1515.52,26,3.1,3,True
2033-07-05,Tablet,East,1963.81,2,4.1,7,False
2033-07-06,Headphones,East,1578.96,48,4.4,9,True
2033-07-07,Smartwatch,Central,1735.2,2,4.1,7,False
2033-07-08,Tablet,South,111.41,48,3.1,2,False
2033-07-09,Laptop,Central,323.95,17,3.8,7,True
2033-07-10,Smartwatch,West,1162.14,18,3.2,9,True
2033-07-11,Smartwatch,East,1957.95,48,4.3,7,True
2033-07-12,Tablet,North,1355.35,4,4.7,1,False
2033-07-13,Smartwatch,East,810.86,17,3.2,7,True
2033-07-14,Tablet,West,377.68,33,3.1,1,True
2033-07-15,Smartphone,East,390.39,23,3.8,2,False
2033-07-16,Headphones,Central,789.23,13,3.6,9,True
2033-07-17,Smartphone,South,1456.24,7,3.5,3,True
2033-07-18,Tablet,North,160.46,41,3.4,8,False
2033-07-19,Tablet,Central,1719.14,46,3.6,1,True
2033-07-20,Smartphone,South,1888.95,1,4.9,9,False
2033-07-21,Laptop,North,1788.75,40,4.7,6,False
2033-07-22,Laptop,West,1834.75,42,4.2,1,True
2033-07-23,Laptop,East,129.14,31,4.6,7,False
2033-07-24,Tablet,North,1957.81,36,3.0,5,False
2033-07-25,Smartwatch,West,796.08,25,3.2,5,False
2033-07-26,Tablet,South,1751.63,45,3.6,9,True
2033-07-27,Smartwatch,North,454.94,41,4.3,6,False
2033-07-28,Smartphone,West,948.4,40,4.8,9,False
2033-07-29,Headphones,South,183.91,30,3.5,2,True
2033-07-30,Smartwatch,Central,176.14,38,3.3,4,False
2033-07-31,Laptop,East,1892.22,21,4.7,6,False
2033-08-01,Tablet,West,1640.15,19,3.8,3,False
2033-08-02,Smartphone,Central,1106.67,16,4.4,3,True
2033-08-03,Laptop,South,1098.37,33,4.1,1,False
2033-08-04,Smartphone,North,1522.63,47,3.4,5,True
2033-08-05,Headphones,East,749.17,6,4.4,6,True
2033-08-06,Tablet,South,1547.55,42,3.8,4,False
2033-08-07,Tablet,West,1021.52,37,3.6,9,True
2033-08-08,Headphones,East,1312.04,8,4.8,6,False
2033-08-09,Tablet,Central,1933.18,1,3.0,3,False
2033-08-10,Smartwatch,East,995.5,13,3.8,7,True
2033-08-11,Smartphone,Central,894.97,26,3.6,5,False
2033-08-12,Laptop,South,1820.92,16,3.1,9,False
2033-08-13,Headphones,North,1814.9,49,3.2,5,True
2033-08-14,Smartwatch,East,1985.6,39,3.3,7,True
2033-08-15,Laptop,North,1146.64,47,4.0,6,False
2033-08-16,Laptop,North,754.1,46,3.6,3,False
2033-08-17,Headphones,East,556.74,28,4.7,7,True
2033-08-18,Smartwatch,East,164.78,49,3.5,4,False
2033-08-19,Laptop,North,1480.78,23,4.4,6,True
2033-08-20,Laptop,West,543.6,7,3.4,6,False
2033-08-21,Smartwatch,West,1252.62,24,3.1,3,False
2033-08-22,Tablet,East,1841.53,46,3.5,2,False
2033-08-23,Laptop,North,1905.41,8,4.7,3,False
2033-08-24,Smartphone,North,108.38,45,3.2,8,True
2033-08-25,Smartwatch,South,702.44,1,3.7,1,False
2033-08-26,Laptop,North,1691.02,4,3.0,3,True
2033-08-27,Headphones,West,1119.25,43,4.3,6,True
2033-08-28,Smartphone,South,1634.27,41,4.9,7,True
2033-08-29,Laptop,West,1721.31,19,3.8,4,True
2033-08-30,Smartphone,Central,940.99,22,4.2,8,False
2033-08-31,Smartphone,East,782.07,36,3.9,8,True
2033-09-01,Tablet,Central,965.32,1,4.9,4,False
2033-09-02,Smartphone,East,1340.31,19,4.5,4,True
2033-09-03,Tablet,West,797.6,29,3.1,5,True
2033-09-04,Smartwatch,West,1572.48,19,3.2,3,False
2033-09-05,Tablet,Central,1817.59,43,3.9,6,True
2033-09-06,Headphones,East,636.39,6,4.3,9,True
2033-09-07,Laptop,East,1933.48,25,3.6,2,True
2033-09-08,Smartwatch,South,1283.18,39,4.3,3,False
2033-09-09,Smartwatch,North,1768.52,23,4.2,1,True
2033-09-10,Headphones,South,297.44,1,3.9,6,False
2033-09-11,Tablet,West,577.85,15,4.2,3,True
2033-09-12,Laptop,Central,709.94,25,4.8,1,True
2033-09-13,Tablet,East,675.36,4,3.5,7,True
2033-09-14,Smartphone,South,426.54,45,4.6,6,False
2033-09-15,Tablet,Central,1749.58,44,3.0,7,False
2033-09-16,Smartwatch,Central,895.36,1,3.2,7,False
2033-09-17,Laptop,North,1929.95,40,4.9,2,False
2033-09-18,Tablet,East,1208.6,21,4.4,4,True
2033-09-19,Laptop,Central,362.95,43,4.3,5,False
2033-09-20,Laptop,East,1137.22,10,3.7,9,False
2033-09-21,Smartphone,South,1987.74,2,3.4,8,True
2033-09-22,Smartphone,Central,1173.83,17,3.8,8,True
2033-09-23,Smartwatch,Central,103.55,13,4.2,9,True
2033-09-24,Headphones,South,1872.85,27,4.3,7,False
2033-09-25,Laptop,East,546.3,41,3.3,6,True
2033-09-26,Headphones,East,1408.21,48,3.9,9,True
2033-09-27,Smartwatch,Central,1078.65,28,4.1,5,False
2033-09-28,Laptop,South,718.32,49,4.9,5,True
2033-09-29,Laptop,West,637.02,10,4.1,3,False
2033-09-30,Headphones,East,1864.64,49,4.2,9,True
2033-10-01,Tablet,West,1832.66,10,4.5,2,True
2033-10-02,Smartphone,Central,1074.96,46,3.8,3,False
2033-10-03,Tablet,West,591.14,47,3.8,4,False
2033-10-04,Headphones,West,294.45,9,4.2,1,True
2033-10-05,Smartphone,East,397.5,34,4.6,2,True
2033-10-06,Tablet,Central,1092.28,46,4.3,5,False
2033-10-07,Smartphone,West,684.88,39,3.4,6,True
2033-10-08,Laptop,East,179.93,4,3.8,6,False
2033-10-09,Tablet,West,964.82,45,4.0,3,False
2033-10-10,Smartphone,East,1517.76,4,4.0,4,True
2033-10-11,Smartphone,Central,1794.22,4,3.7,9,True
2033-10-12,Smartphone,South,1212.04,41,4.0,1,True
2033-10-13,Tablet,East,1474.26,11,4.3,9,False
2033-10-14,Smartwatch,East,791.73,1,3.9,8,True
2033-10-15,Tablet,West,1042.85,45,3.9,4,False
2033-10-16,Headphones,Central,1486.29,21,4.6,4,True
2033-10-17,Tablet,North,1482.55,25,4.5,5,False
2033-10-18,Smartphone,North,906.6,9,3.8,2,True
2033-10-19,Laptop,South,1132.97,25,5.0,7,True
2033-10-20,Tablet,Central,1855.33,18,3.1,2,False
2033-10-21,Tablet,East,1300.8,7,3.7,7,False
2033-10-22,Smartphone,North,1320.89,46,3.1,5,False
2033-10-23,Laptop,South,1590.78,26,4.7,7,False
2033-10-24,Laptop,Central,318.92,49,4.5,1,True
2033-10-25,Headphones,South,1093.48,18,4.4,9,False
2033-10-26,Tablet,North,1922.92,1,3.4,4,True
2033-10-27,Laptop,West,787.15,9,4.4,8,False
2033-10-28,Laptop,West,660.36,10,3.7,6,False
2033-10-29,Smartwatch,Central,1242.3,48,4.7,4,False
2033-10-30,Smartwatch,South,520.13,11,3.4,8,True
2033-10-31,Laptop,East,1156.3,32,3.4,9,True
2033-11-01,Headphones,North,395.74,21,4.9,5,False
2033-11-02,Laptop,West,1201.61,36,4.0,8,True
2033-11-03,Smartphone,West,1244.52,32,3.9,4,True
2033-11-04,Tablet,South,894.96,19,3.7,4,False
2033-11-05,Headphones,West,827.22,8,4.7,9,False
2033-11-06,Smartphone,South,566.37,35,3.7,7,False
2033-11-07,Headphones,North,728.75,22,3.7,5,True
2033-11-08,Smartphone,South,1046.86,4,3.2,7,True
2033-11-09,Tablet,West,570.55,29,4.0,1,False
2033-11-10,Tablet,South,1587.39,31,4.8,2,False
2033-11-11,Smartwatch,West,1447.17,8,4.9,4,True
2033-11-12,Smartphone,Central,611.68,12,5.0,2,False
2033-11-13,Smartwatch,West,285.13,5,3.9,6,True
2033-11-14,Smartphone,West,100.34,30,4.5,2,False
2033-11-15,Smartwatch,West,1233.77,35,4.1,8,False
2033-11-16,Tablet,Central,501.59,37,4.1,7,True
2033-11-17,Headphones,East,123.91,4,4.6,5,False
2033-11-18,Smartwatch,West,782.26,43,4.7,1,True
2033-11-19,Smartphone,East,1927.8,21,3.0,8,False
2033-11-20,Smartphone,North,1410.89,16,4.9,4,True
2033-11-21,Tablet,South,1729.75,18,4.6,4,True
2033-11-22,Smartphone,East,375.0,31,4.4,4,False
2033-11-23,Laptop,North,239.25,38,4.7,1,False
2033-11-24,Headphones,South,121.91,32,4.1,2,False
2033-11-25,Smartwatch,West,1915.76,48,4.5,7,True
2033-11-26,Headphones,West,670.39,33,4.2,1,True
2033-11-27,Tablet,West,973.06,19,4.1,5,False
2033-11-28,Smartwatch,Central,849.59,20,3.4,9,False
2033-11-29,Smartwatch,Central,1487.87,48,4.7,8,False
2033-11-30,Laptop,Central,688.93,10,4.8,8,False
2033-12-01,Tablet,Central,1117.36,26,4.9,5,True
2033-12-02,Smartphone,North,1991.61,46,3.2,4,True
2033-12-03,Laptop,North,943.72,18,3.6,2,True
2033-12-04,Laptop,West,1147.42,45,4.4,1,True
2033-12-05,Headphones,South,1054.8,45,4.7,2,True
2033-12-06,Headphones,Central,1626.05,15,4.5,7,True
2033-12-07,Headphones,South,607.0,36,3.9,6,True
2033-12-08,Laptop,North,423.83,18,4.5,7,False
2033-12-09,Smartphone,Central,1532.78,31,3.1,3,False
2033-12-10,Smartwatch,North,889.67,15,4.3,5,True
2033-12-11,Headphones,North,1836.08,38,3.0,3,False
2033-12-12,Smartphone,East,1323.9,29,3.1,9,True
2033-12-13,Tablet,North,1172.25,42,4.5,8,False
2033-12-14,Headphones,West,233.87,15,4.0,7,False
2033-12-15,Smartwatch,North,1487.78,1,3.1,6,False
2033-12-16,Tablet,Central,1403.48,37,4.0,4,True
2033-12-17,Tablet,West,1316.14,41,3.1,4,False
2033-12-18,Smartwatch,North,609.03,23,3.7,2,False
2033-12-19,Headphones,West,1898.8,46,3.3,6,False
2033-12-20,Laptop,North,711.14,11,3.4,6,False
2033-12-21,Smartwatch,West,389.24,38,3.4,2,False
2033-12-22,Smartwatch,South,1975.68,16,3.7,7,False
2033-12-23,Smartwatch,East,1517.87,30,3.2,4,False
2033-12-24,Tablet,West,888.1,29,4.1,6,False
2033-12-25,Smartphone,Central,1878.24,41,3.8,6,False
2033-12-26,Laptop,East,273.12,3,4.7,7,True
2033-12-27,Headphones,East,266.56,40,4.7,3,True
2033-12-28,Headphones,North,1396.66,17,4.6,5,False
2033-12-29,Smartphone,West,438.15,26,3.9,5,True
2033-12-30,Smartwatch,East,1842.57,9,3.6,4,False
2033-12-31,Laptop,Central,1696.68,17,3.8,7,False
2034-01-01,Headphones,Central,682.1,37,4.4,5,True
2034-01-02,Headphones,Central,1788.8,31,4.1,3,False
2034-01-03,Smartwatch,North,181.49,31,4.2,4,True
2034-01-04,Smartphone,South,1142.41,11,4.4,2,True
2034-01-05,Laptop,West,1877.57,38,4.8,3,True
2034-01-06,Smartphone,East,1725.23,22,4.9,5,False
2034-01-07,Smartphone,West,776.54,46,4.7,1,True
2034-01-08,Laptop,East,447.45,3,3.1,4,False
2034-01-09,Laptop,North,500.03,49,5.0,5,True
2034-01-10,Headphones,West,1077.56,28,4.4,5,False
2034-01-11,Headphones,North,1233.87,32,4.4,8,False
2034-01-12,Laptop,North,162.35,4,3.0,3,True
2034-01-13,Tablet,West,885.75,40,4.0,9,True
2034-01-14,Headphones,West,1677.74,38,4.3,4,False
2034-01-15,Tablet,East,944.23,11,3.6,5,False
2034-01-16,Laptop,Central,421.43,1,3.2,2,False
2034-01-17,Headphones,North,1914.23,47,4.1,2,False
2034-01-18,Smartphone,South,605.92,16,3.9,9,True
2034-01-19,Laptop,East,1617.01,34,3.1,9,True
2034-01-20,Smartwatch,East,468.21,45,4.0,2,False
2034-01-21,Tablet,Central,904.03,32,3.2,1,True
2034-01-22,Laptop,Central,1031.8,44,3.8,1,True
2034-01-23,Laptop,North,1051.21,46,3.5,9,True
2034-01-24,Headphones,East,1081.3,33,4.9,5,False
2034-01-25,Headphones,East,527.4,11,3.1,3,False
2034-01-26,Headphones,South,1080.24,36,4.1,1,False
2034-01-27,Smartwatch,North,1015.25,13,3.3,4,True
2034-01-28,Headphones,North,496.57,20,3.6,3,True
2034-01-29,Laptop,Central,1977.56,25,3.4,5,False
2034-01-30,Headphones,North,1744.57,6,5.0,8,True
2034-01-31,Smartphone,South,1786.4,37,3.1,7,True
2034-02-01,Headphones,North,1402.58,26,4.1,5,True
2034-02-02,Smartwatch,West,403.8,4,4.2,3,False
2034-02-03,Smartphone,West,1179.37,45,4.5,5,False
2034-02-04,Laptop,South,1660.74,26,4.3,1,True
2034-02-05,Laptop,Central,173.6,18,3.5,3,True
2034-02-06,Tablet,East,1042.1,13,4.2,2,True
2034-02-07,Smartphone,North,852.63,8,4.9,1,False
2034-02-08,Tablet,Central,503.04,47,4.7,5,False
2034-02-09,Smartphone,Central,818.68,33,3.9,1,False
2034-02-10,Smartphone,North,1968.65,43,4.0,2,True
2034-02-11,Smartwatch,East,1474.16,16,3.3,1,False
2034-02-12,Tablet,North,669.12,42,4.1,8,False
2034-02-13,Smartwatch,East,1250.17,39,3.6,8,True
2034-02-14,Smartphone,South,568.65,31,3.2,1,True
2034-02-15,Laptop,East,1260.6,40,3.9,7,False
2034-02-16,Smartphone,Central,1802.72,23,3.1,3,False
2034-02-17,Smartwatch,South,1158.07,16,3.2,3,True
2034-02-18,Tablet,West,1493.35,10,3.4,2,False
2034-02-19,Tablet,South,961.34,36,5.0,2,False
2034-02-20,Smartwatch,East,1095.84,31,4.6,6,False
2034-02-21,Tablet,South,1420.64,44,4.1,5,False
2034-02-22,Headphones,South,1643.57,32,3.5,6,False
2034-02-23,Laptop,West,1352.96,21,4.0,3,False
2034-02-24,Laptop,East,1957.23,16,4.3,7,True
2034-02-25,Laptop,Central,1657.66,29,3.0,4,False
2034-02-26,Tablet,South,1576.6,48,5.0,2,True
2034-02-27,Tablet,North,1705.69,45,4.3,7,False
2034-02-28,Smartphone,Central,634.3,16,5.0,4,False
2034-03-01,Smartphone,South,920.89,15,3.9,1,True
2034-03-02,Laptop,Central,1172.48,8,4.2,9,True
2034-03-03,Headphones,North,978.53,15,3.9,1,True
2034-03-04,Smartphone,Central,1710.17,21,3.0,1,True
2034-03-05,Smartphone,Central,151.43,21,4.7,7,False
2034-03-06,Tablet,North,497.43,7,3.9,7,True
2034-03-07,Headphones,North,1775.24,19,3.9,9,True
2034-03-08,Laptop,North,212.29,22,3.7,5,True
2034-03-09,Smartphone,West,531.28,46,3.9,2,False
2034-03-10,Headphones,North,767.38,38,4.5,8,True
2034-03-11,Headphones,Central,1526.41,13,4.4,3,True
2034-03-12,Laptop,North,1164.34,26,4.6,5,True
2034-03-13,Headphones,South,1913.75,44,4.9,6,False
2034-03-14,Headphones,North,532.96,22,3.8,3,True
2034-03-15,Headphones,North,1757.03,7,3.7,6,False
2034-03-16,Smartphone,East,637.54,35,4.0,5,False
2034-03-17,Laptop,Central,566.45,3,3.3,7,False
2034-03-18,Headphones,Central,1046.91,35,4.5,2,False
2034-03-19,Headphones,South,235.29,47,4.2,8,False
2034-03-20,Smartphone,West,830.18,16,3.4,6,False
2034-03-21,Laptop,East,775.78,45,4.7,1,True
2034-03-22,Tablet,South,404.19,16,4.2,2,False
2034-03-23,Smartphone,South,1735.51,2,3.1,3,True
2034-03-24,Laptop,Central,833.19,38,3.4,3,True
2034-03-25,Headphones,East,1965.65,17,4.8,3,False
2034-03-26,Laptop,Central,1809.45,38,3.8,5,False
2034-03-27,Laptop,West,470.14,24,5.0,9,True
2034-03-28,Laptop,Central,1059.73,22,4.1,6,False
2034-03-29,Tablet,North,1243.43,23,3.4,9,False
2034-03-30,Laptop,Central,1656.02,44,4.2,3,False
2034-03-31,Tablet,North,1782.72,19,3.2,9,False
2034-04-01,Headphones,South,1285.63,44,4.6,4,False
2034-04-02,Tablet,West,166.75,22,4.3,7,True
2034-04-03,Headphones,North,1014.43,17,4.9,1,False
2034-04-04,Headphones,West,1781.13,2,4.4,3,True
2034-04-05,Tablet,Central,1456.77,14,3.1,4,True
2034-04-06,Smartphone,Central,1753.27,28,4.0,8,True
2034-04-07,Smartwatch,South,1380.75,13,4.1,1,False
2034-04-08,Laptop,Central,183.67,38,4.8,7,True
2034-04-09,Smartwatch,North,1939.21,17,3.9,4,False
2034-04-10,Laptop,South,1844.24,9,4.2,3,False
2034-04-11,Laptop,West,340.5,40,3.4,8,True
2034-04-12,Headphones,South,314.11,14,3.5,5,True
2034-04-13,Laptop,West,1124.25,2,4.1,6,True
2034-04-14,Laptop,East,1538.4,42,4.4,2,True
2034-04-15,Tablet,North,826.13,21,3.9,1,False
2034-04-16,Smartwatch,North,359.13,35,3.9,7,False
2034-04-17,Tablet,West,1070.06,30,3.5,8,True
2034-04-18,Laptop,Central,741.38,17,4.4,3,True
2034-04-19,Headphones,Central,768.37,39,3.0,6,True
2034-04-20,Tablet,East,1325.47,25,4.0,1,False
2034-04-21,Tablet,West,1782.66,44,3.0,4,True
2034-04-22,Smartphone,East,1161.32,39,4.2,2,False
2034-04-23,Laptop,West,1406.44,35,3.1,1,False
2034-04-24,Headphones,East,1353.9,6,4.9,3,False
2034-04-25,Tablet,West,1147.18,3,4.0,2,True
2034-04-26,Tablet,North,690.44,36,4.4,5,True
2034-04-27,Headphones,East,817.81,48,4.7,9,False
2034-04-28,Laptop,East,699.84,47,3.5,8,True
2034-04-29,Smartphone,West,1843.25,1,4.1,2,True
2034-04-30,Tablet,South,1670.58,34,4.7,7,False
2034-05-01,Smartphone,South,1200.76,1,4.1,3,True
2034-05-02,Smartwatch,North,1833.26,26,3.8,6,False
2034-05-03,Laptop,Central,1784.18,18,3.7,9,False
2034-05-04,Smartwatch,Central,1862.62,36,3.8,3,False
2034-05-05,Smartwatch,North,521.37,6,4.2,2,True
2034-05-06,Smartwatch,Central,1463.26,11,3.1,2,False
2034-05-07,Laptop,West,1257.53,44,3.8,5,True
2034-05-08,Laptop,South,1494.28,40,4.1,6,False
2034-05-09,Headphones,North,600.42,30,4.6,4,True
2034-05-10,Smartphone,West,1420.14,14,4.1,6,True
2034-05-11,Smartphone,North,878.67,10,4.9,4,True
2034-05-12,Headphones,South,1684.77,31,3.9,5,False
2034-05-13,Headphones,Central,1611.19,36,4.3,7,False
2034-05-14,Smartwatch,West,501.58,15,3.0,6,False
2034-05-15,Headphones,South,449.33,30,3.5,2,True
2034-05-16,Tablet,North,1463.69,48,4.6,9,True
2034-05-17,Smartphone,East,1145.9,14,4.2,5,True
2034-05-18,Headphones,West,1158.69,47,4.9,9,True
2034-05-19,Tablet,North,1529.78,23,4.5,5,False
2034-05-20,Tablet,North,1724.44,17,3.9,3,True
2034-05-21,Tablet,South,554.03,27,4.6,7,True
2034-05-22,Tablet,North,1155.53,44,3.9,8,True
2034-05-23,Smartwatch,West,1675.01,13,3.7,5,True
2034-05-24,Tablet,West,1758.31,14,3.1,9,False
2034-05-25,Smartwatch,North,646.08,26,4.7,3,False
2034-05-26,Smartwatch,South,297.89,43,3.8,8,False
2034-05-27,Tablet,West,542.36,11,4.4,2,True
2034-05-28,Smartphone,East,1896.45,38,3.3,1,False
2034-05-29,Tablet,Central,978.71,1,4.7,7,False
2034-05-30,Tablet,South,895.29,24,4.6,5,True
2034-05-31,Tablet,South,124.86,20,4.0,7,True
2034-06-01,Smartphone,Central,196.93,8,4.3,3,False
2034-06-02,Laptop,Central,1370.52,8,4.0,3,True
2034-06-03,Laptop,West,1220.67,30,4.1,1,False
2034-06-04,Smartwatch,North,1193.5,18,4.8,3,False
2034-06-05,Smartwatch,North,309.61,13,4.9,1,False
2034-06-06,Smartphone,East,768.92,46,3.7,4,False
2034-06-07,Headphones,North,1643.48,47,3.7,5,False
2034-06-08,Laptop,East,432.33,36,3.6,9,False
2034-06-09,Smartwatch,East,1777.11,19,4.5,1,True
2034-06-10,Laptop,South,330.81,13,4.4,8,True
2034-06-11,Smartphone,South,421.38,41,3.1,4,True
